Timestamp,A.ท่านอาศัยอยู่ในกรุงเทพมหานครหรือไม่,B.ท่านเกิดในช่วงพ.ศ 2540 - 2555 ( ค.ศ 1997 - 2012 ) อายุระหว่าง 14 - 29 ปีหรือไม่,C.ท่านเคยมีประสบการณ์การเลือกซื้อเครื่องสำอางบนช่องทางออนไลน์ตามคำแนะนำของอินฟลูเอนเซอร์ในช่วง 1 เดือนหรือไม่,1.เพศ,2.อายุ,3.ระดับการศึกษา,4.อาชีพ,5.รายได้ต่อเดือน,6.ท่านเลือกซื้อเครื่องสำอางผ่านช่องทางออนไลน์บ่อยแค่ไหน,7.โดยส่วนใหญ่ท่านใช้เวลลา การตัดสินใจเลือกซื้อเครื่องสำอางบนช่องทางออนไลน์นานแค่ไหน,8. ประเภทของร้านค้าออนไลน์ที่ท่านเลือกใช้บริการมากที่สุด,9. ราคาของเครื่องสำอางที่ท่านซื้อเป็นประจำ,10. ท่านค้นหาข้อมูลหรือรีวิวเกี่ยวกับเครื่องสำอางผ่านช่องทางใดมากที่สุด,11. งบประมาณในการเลือกซื้อเครื่องสำอางของท่านในแต่ละครั้ง ตั้งงบไว้อยู่ที่เท่าไหร่,3.1 ด้านความคิด (Informative value) [3.1.1 ข้อมูลเครื่องสำอางที่อินฟลูเอนเซอร์นำเสนอมีความถูกต้องและน่าเชื่อถือ],3.1 ด้านความคิด (Informative value) [3.1.2 การรีวิวการให้รายละเอียดครบถ้วน (เช่นเนื้อสัมผัสผลลัพธ์หลังใช้)],3.1 ด้านความคิด (Informative value) [3.1.3 ข้อมูลจากอินฟลูเอนเซอร์ ช่วยให้ การเปรียบเทียบผลิตภัณฑ์แต่ละแบรนด์ได้ง่ายขึ้น],3.1 ด้านความคิด (Informative value) [3.1.4 ข้อมูลช่วยให้ท่านทราบถึงสินค้าออกใหม่ในขณะนั้น],3.1 ด้านความคิด (Informative value) [3.1.5 การนำเสนอของอินฟลูเอนเซอร์ช่วยให้ท่านตัดสินใจได้รวดเร็วยิ่งขึ้น],3.2 คุณค่าด้านความบันเทิง (Entertainment value) [3.2.1 เนื้อหาการรีวิวเครื่องสำอางมีความสนุกสนานน่าติดตาม],3.2 คุณค่าด้านความบันเทิง (Entertainment value) [3.2.2 สไตล์การนำเสนอช่วยให้ท่านสนใจสินค้ามากขึ้น],3.2 คุณค่าด้านความบันเทิง (Entertainment value) [3.2.3 รู้สึกสนุกและได้รับแรงบันดาลใจในการแต่งหน้าจากอินฟลูเอนเซอร์],3.2 คุณค่าด้านความบันเทิง (Entertainment value) [3.2.4 อินฟลูเอนเซอร์ที่ท่านชื่นชอบมีความคิดสร้างสรรค์ทำให้อยากติดตามต่อไป],3.3 ความเชี่ยวชาญ (Expertise) [3.3.1อินฟลูเอ็นเซอร์ มีความรู้ความเชี่ยวชาญในด้านเครื่องสำอางและเทคนิคต่างๆ],3.3 ความเชี่ยวชาญ (Expertise) [3.3.2 รีวิวมีความน่าเชื่อถือและแสดงผลลัพธ์ตามความเป็นจริง],3.3 ความเชี่ยวชาญ (Expertise) [3.3.3 แจ้งข้อมูลอย่างโปร่งใสกรณีเป็นสินค้าที่ได้รับการจ้างรีวิว],3.4 ความเชื่อถือ (Trustworthiness) [3.4.1อินฟลูเอ็นเซอร์ ให้ข้อมูลเกี่ยวกับเครื่องสำอางอย่างถูกต้องและชัดเจน],3.4 ความเชื่อถือ (Trustworthiness) [3.4.2 อินฟลูเอ็นเซอร์ รีวิวตามความเป็นจริง],3.4 ความเชื่อถือ (Trustworthiness) [3.4.3 อินฟลูเอ็นเซอร์เปิดเผยการได้รับผลผลิตผลิตภัณฑ์อย่างโปร่งใส],3.4 ความเชื่อถือ (Trustworthiness) [3.4.4 อินฟลูเอ็นเซอร์ ข้อดีและข้อเสียของสินค้า],3.4 ความเชื่อถือ (Trustworthiness) [3.4.5 อินฟลูเอ็นเซอร์ มีภาพลักษณ์ที่น่าเชื่อถือในด้านความงาม],3.5 ความดึงดูด (Attractiveness ) [3.5.1อินฟลูเอ็นเซอร์ มีบุคลิกภาพที่เหมาะสมกับผลิตภัณฑ์],3.5 ความดึงดูด (Attractiveness ) [3.5.2 อินฟลูเอ็นเซอร์ มีทักษะในการรีวิวที่น่าสนใจ],3.5 ความดึงดูด (Attractiveness ) [3.5.3 อินฟลูเอ็นเซอร์ มีสไตล์การแต่งหน้าที่ดึงดูด],3.5 ความดึงดูด (Attractiveness ) [3.5.4 อินฟลูเอ็นเซอร์ มีความเป็นธรรมชาติและเข้าถึงง่าย],3.5 ความดึงดูด (Attractiveness ) [3.5.5 อินฟลูเอ็นเซอร์ มีภาพลักษณ์ที่น่าเชื่อถือในด้านความงาม],3.6 ความเหมือน (Similarly) [3.6.1รู้สึกว่าอินฟลูเอ็นเซอร์ มีสภาพผิวคล้ายกับตนเอง],3.6 ความเหมือน (Similarly) [3.6.2รู้สึกว่าอินฟลูเอ็นเซอร์ มีไลฟ์สไตล์ใกล้เคียงกับตนเอง],3.6 ความเหมือน (Similarly) [3.6.3 มีความชอบด้านเครื่องสำอางคล้ายกับ อินฟลูเอ็นเซอร์],3.6 ความเหมือน (Similarly) [3.6.4 อินฟลูเอ็นเซอร์ เลือกใช้ผลิตภัณฑ์ในระดับราคาที่ใกล้เคียงกับตนเอง],4.1ความตั้งใจในการเลือกเรื่องแบบผ่านช่องทางออนไลน์ของกลุ่มเจนซี  [4.1.1 ท่านมีความตั้งใจที่จะซื้อเครื่องสำอางผ่านช่องทางออนไลน์ในอนาคต],4.1ความตั้งใจในการเลือกเรื่องแบบผ่านช่องทางออนไลน์ของกลุ่มเจนซี  [4.1.2 เครื่องสำอางที่อินฟลูเซอร์แนะนำเป็นตัวเลือกอันดับต้นต้นที่เราสนใจ],4.1ความตั้งใจในการเลือกเรื่องแบบผ่านช่องทางออนไลน์ของกลุ่มเจนซี  [4.1.3 ท่านมีแนวโน้มจะซื้อเครื่องสำอางทางออนไลน์จากความน่าเชื่อถือของอินฟลูเซอร์ที่ท่านติดตาม],4.1ความตั้งใจในการเลือกเรื่องแบบผ่านช่องทางออนไลน์ของกลุ่มเจนซี  [4.1.4 ตัดสินใจซื้อเครื่องสำอางออนไลน์จากรีวิวหรือคำแนะนำของอินฟลูเซอร์],4.1ความตั้งใจในการเลือกเรื่องแบบผ่านช่องทางออนไลน์ของกลุ่มเจนซี  [4.1.5 ท่านมีความตั้งใจซื้อซ้ำเครื่องสำอางแบรนด์เดิมหากได้รับการแนะนำจากอินฟลูเอ็นเซอร์ที่เชื่อถือได้],ข้อเสนอแนะและความคิดเห็นอื่นๆ (Purchase intention)
2026/03/20 19:08:17,ใช่,ใช่,ใช่,2.หญิง,2.ระหว่าง 19 - 24 ปี,2.ปริญญาตรี,1.นักเรียน / นักศึกษา,"2. 5,001 - 15,000 บาท / เดือน",2. 1-2 ครั้งต่อเดือน,2. ภายใน 3 วัน,1. แพลตฟอร์มร้านค้าโดยตรง (official store),1. ราคาเข้าถึงง่าย,1.TikTok,"2. 501 - 1,000 บาท",5,5,4,4,3,4,4,3,4,4,5,4,4,4,4,4,5,5,4,5,4,4,4,5,4,4,5,3,3,3,3,-
2026/03/20 19:22:18,ไม่,ใช่,ใช่,2.หญิง,2.ระหว่าง 19 - 24 ปี,2.ปริญญาตรี,1.นักเรียน / นักศึกษา,"2. 5,001 - 15,000 บาท / เดือน",3. 3-4 ครั้งต่อเดือน,1. ตัดสินใจทันที,1. แพลตฟอร์มร้านค้าโดยตรง (official store),2. ราคาระดับปานกลาง,1.TikTok,"2. 501 - 1,000 บาท",4,4,3,4,4,4,4,4,5,4,5,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,3,4,-
2026/03/20 19:31:22,ไม่,ใช่,ใช่,2.หญิง,2.ระหว่าง 19 - 24 ปี,2.ปริญญาตรี,1.นักเรียน / นักศึกษา,"2. 5,001 - 15,000 บาท / เดือน",3. 3-4 ครั้งต่อเดือน,2. ภายใน 3 วัน,1. แพลตฟอร์มร้านค้าโดยตรง (official store),1. ราคาเข้าถึงง่าย,1.TikTok,"2. 501 - 1,000 บาท",5,5,4,4,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,4,5,5,4,5,5,5,4,5,5,5,Good
2026/03/20 19:44:37,ใช่,ใช่,ใช่,2.หญิง,2.ระหว่าง 19 - 24 ปี,2.ปริญญาตรี,1.นักเรียน / นักศึกษา,"2. 5,001 - 15,000 บาท / เดือน",4. ทุกสัปดาห์,1. ตัดสินใจทันที,1. แพลตฟอร์มร้านค้าโดยตรง (official store),2. ราคาระดับปานกลาง,1.TikTok,"2. 501 - 1,000 บาท",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-
2026/03/20 19:54:49,ไม่,ใช่,ใช่,2.หญิง,2.ระหว่าง 19 - 24 ปี,2.ปริญญาตรี,1.นักเรียน / นักศึกษา,"1. ตำ่กว่า 5,000 บาท / เดือน",2. 1-2 ครั้งต่อเดือน,2. ภายใน 3 วัน,1. แพลตฟอร์มร้านค้าโดยตรง (official store),2. ราคาระดับปานกลาง,1.TikTok,"2. 501 - 1,000 บาท",4,4,5,5,5,5,5,5,5,5,4,4,4,5,4,5,5,4,4,5,5,5,4,3,3,5,4,5,3,3,4,-
2026/03/20 20:24:43,ใช่,ใช่,ใช่,1.ชาย,1.ระหว่าง 14 - 18 ปี,1.ตำ่กว่าปริญญาตรี,1.นักเรียน / นักศึกษา,"2. 5,001 - 15,000 บาท / เดือน",1.น้อยกว่าหนึ่งครั้งต่อเดือน,1. ตัดสินใจทันที,2. ร้านค้าทั่วไป,1. ราคาเข้าถึงง่าย,1.TikTok,"2. 501 - 1,000 บาท",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-
2026/03/20 20:37:46,ใช่,ใช่,ใช่,2.หญิง,2.ระหว่าง 19 - 24 ปี,1.ตำ่กว่าปริญญาตรี,1.นักเรียน / นักศึกษา,"2. 5,001 - 15,000 บาท / เดือน",4. ทุกสัปดาห์,2. ภายใน 3 วัน,1. แพลตฟอร์มร้านค้าโดยตรง (official store),2. ราคาระดับปานกลาง,1.TikTok,"2. 501 - 1,000 บาท",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,-
2026/03/20 20:48:22,ใช่,ใช่,ใช่,2.หญิง,2.ระหว่าง 19 - 24 ปี,1.ตำ่กว่าปริญญาตรี,1.นักเรียน / นักศึกษา,"2. 5,001 - 15,000 บาท / เดือน",2. 1-2 ครั้งต่อเดือน,1. ตัดสินใจทันที,1. แพลตฟอร์มร้านค้าโดยตรง (official store),2. ราคาระดับปานกลาง,1.TikTok,"3. 1,001 - 2,500 บาท",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-
2026/03/20 22:56:18,ใช่,ใช่,ใช่,2.หญิง,2.ระหว่าง 19 - 24 ปี,2.ปริญญาตรี,1.นักเรียน / นักศึกษา,"2. 5,001 - 15,000 บาท / เดือน",4. ทุกสัปดาห์,1. ตัดสินใจทันที,1. แพลตฟอร์มร้านค้าโดยตรง (official store),1. ราคาเข้าถึงง่าย,1.TikTok,"2. 501 - 1,000 บาท",5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,5,4,5,4,5,4,4,5,4,5,5,4,5,4,5,ไม่มีค่า ปังมาก
2026/03/20 22:57:37,ใช่,ใช่,ใช่,2.หญิง,2.ระหว่าง 19 - 24 ปี,2.ปริญญาตรี,1.นักเรียน / นักศึกษา,"3.มากกว่า 15,000 บาท / เดือน",2. 1-2 ครั้งต่อเดือน,2. ภายใน 3 วัน,2. ร้านค้าทั่วไป,2. ราคาระดับปานกลาง,1.TikTok,1.ตำ่กว่า 500 บาท,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,4,4,4,4,5,5,5,5,5,-
2026/03/20 23:02:53,ไม่,ใช่,ใช่,2.หญิง,2.ระหว่าง 19 - 24 ปี,2.ปริญญาตรี,1.นักเรียน / นักศึกษา,"2. 5,001 - 15,000 บาท / เดือน",3. 3-4 ครั้งต่อเดือน,2. ภายใน 3 วัน,1. แพลตฟอร์มร้านค้าโดยตรง (official store),2. ราคาระดับปานกลาง,1.TikTok,"3. 1,001 - 2,500 บาท",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,-
2026/03/20 23:06:32,ไม่,ใช่,ใช่,2.หญิง,2.ระหว่าง 19 - 24 ปี,2.ปริญญาตรี,1.นักเรียน / นักศึกษา,"1. ตำ่กว่า 5,000 บาท / เดือน",4. ทุกสัปดาห์,1. ตัดสินใจทันที,1. แพลตฟอร์มร้านค้าโดยตรง (official store),2. ราคาระดับปานกลาง,1.TikTok,"2. 501 - 1,000 บาท",4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,ไม่มีค่ะ
2026/03/20 23:07:11,ไม่,ใช่,ใช่,2.หญิง,2.ระหว่าง 19 - 24 ปี,2.ปริญญาตรี,1.นักเรียน / นักศึกษา,"2. 5,001 - 15,000 บาท / เดือน",2. 1-2 ครั้งต่อเดือน,3. ภายใน 5 วัน,1. แพลตฟอร์มร้านค้าโดยตรง (official store),2. ราคาระดับปานกลาง,1.TikTok,1.ตำ่กว่า 500 บาท,3,4,5,5,3,5,3,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-
2026/03/20 23:18:32,ใช่,ใช่,ใช่,2.หญิง,2.ระหว่าง 19 - 24 ปี,2.ปริญญาตรี,1.นักเรียน / นักศึกษา,"3.มากกว่า 15,000 บาท / เดือน",3. 3-4 ครั้งต่อเดือน,3. ภายใน 5 วัน,2. ร้านค้าทั่วไป,2. ราคาระดับปานกลาง,2.Inagram,"3. 1,001 - 2,500 บาท",5,5,5,4,5,5,5,4,5,4,5,5,5,5,5,5,5,4,5,5,4,5,4,5,5,5,4,5,5,5,5,เริ่ด
2026/03/20 23:47:08,ไม่,ใช่,ไม่,1.ชาย,2.ระหว่าง 19 - 24 ปี,2.ปริญญาตรี,1.นักเรียน / นักศึกษา,"2. 5,001 - 15,000 บาท / เดือน",2. 1-2 ครั้งต่อเดือน,2. ภายใน 3 วัน,1. แพลตฟอร์มร้านค้าโดยตรง (official store),2. ราคาระดับปานกลาง,1.TikTok,"2. 501 - 1,000 บาท",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,😄
2026/03/21 00:57:49,ไม่,ใช่,ใช่,2.หญิง,2.ระหว่าง 19 - 24 ปี,2.ปริญญาตรี,1.นักเรียน / นักศึกษา,"2. 5,001 - 15,000 บาท / เดือน",2. 1-2 ครั้งต่อเดือน,1. ตัดสินใจทันที,1. แพลตฟอร์มร้านค้าโดยตรง (official store),2. ราคาระดับปานกลาง,1.TikTok,"2. 501 - 1,000 บาท",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-
2026/03/21 01:16:18,ไม่,ใช่,ไม่,1.ชาย,2.ระหว่าง 19 - 24 ปี,2.ปริญญาตรี,1.นักเรียน / นักศึกษา,"2. 5,001 - 15,000 บาท / เดือน",1.น้อยกว่าหนึ่งครั้งต่อเดือน,1. ตัดสินใจทันที,1. แพลตฟอร์มร้านค้าโดยตรง (official store),2. ราคาระดับปานกลาง,1.TikTok,"2. 501 - 1,000 บาท",4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,5,ไม่มี
2026/03/21 06:17:46,ใช่,ใช่,ใช่,2.หญิง,2.ระหว่าง 19 - 24 ปี,2.ปริญญาตรี,1.นักเรียน / นักศึกษา,"2. 5,001 - 15,000 บาท / เดือน",2. 1-2 ครั้งต่อเดือน,1. ตัดสินใจทันที,1. แพลตฟอร์มร้านค้าโดยตรง (official store),2. ราคาระดับปานกลาง,1.TikTok,"2. 501 - 1,000 บาท",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,ไม่มีจ้า 
2026/03/21 11:12:56,ใช่,ใช่,ใช่,2.หญิง,2.ระหว่าง 19 - 24 ปี,2.ปริญญาตรี,1.นักเรียน / นักศึกษา,"2. 5,001 - 15,000 บาท / เดือน",2. 1-2 ครั้งต่อเดือน,2. ภายใน 3 วัน,1. แพลตฟอร์มร้านค้าโดยตรง (official store),2. ราคาระดับปานกลาง,1.TikTok,"2. 501 - 1,000 บาท",4,4,5,5,4,3,4,4,4,4,4,3,4,4,3,4,5,4,3,4,4,4,4,4,4,4,5,4,5,5,5,-
2026/03/21 12:54:07,ไม่,ใช่,ใช่,2.หญิง,2.ระหว่าง 19 - 24 ปี,1.ตำ่กว่าปริญญาตรี,3.ธุรกิจส่วนตัว / อาชีพอิสระ,"2. 5,001 - 15,000 บาท / เดือน",2. 1-2 ครั้งต่อเดือน,1. ตัดสินใจทันที,1. แพลตฟอร์มร้านค้าโดยตรง (official store),2. ราคาระดับปานกลาง,1.TikTok,"3. 1,001 - 2,500 บาท",4,5,3,4,4,2,4,3,4,4,3,4,4,2,5,5,3,4,3,5,3,4,4,3,5,4,4,3,4,4,3,.
2026/03/21 13:48:35,ไม่,ใช่,ใช่,2.หญิง,2.ระหว่าง 19 - 24 ปี,1.ตำ่กว่าปริญญาตรี,2.ข้าราชการ / พนักงานเอกชน รัฐบาล,"2. 5,001 - 15,000 บาท / เดือน",2. 1-2 ครั้งต่อเดือน,4. ภายใน 1 สัปดาห์,1. แพลตฟอร์มร้านค้าโดยตรง (official store),2. ราคาระดับปานกลาง,1.TikTok,"3. 1,001 - 2,500 บาท",3,5,4,4,3,3,3,3,3,5,5,5,4,4,5,5,5,4,4,4,5,5,3,3,2,3,4,4,3,3,3,ไม่มี
2026/03/21 13:53:36,ไม่,ใช่,ใช่,2.หญิง,2.ระหว่าง 19 - 24 ปี,1.ตำ่กว่าปริญญาตรี,3.ธุรกิจส่วนตัว / อาชีพอิสระ,"2. 5,001 - 15,000 บาท / เดือน",3. 3-4 ครั้งต่อเดือน,1. ตัดสินใจทันที,1. แพลตฟอร์มร้านค้าโดยตรง (official store),1. ราคาเข้าถึงง่าย,1.TikTok,"2. 501 - 1,000 บาท",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-
2026/03/21 13:59:32,ไม่,ใช่,ไม่,2.หญิง,2.ระหว่าง 19 - 24 ปี,2.ปริญญาตรี,1.นักเรียน / นักศึกษา,"1. ตำ่กว่า 5,000 บาท / เดือน",1.น้อยกว่าหนึ่งครั้งต่อเดือน,2. ภายใน 3 วัน,1. แพลตฟอร์มร้านค้าโดยตรง (official store),2. ราคาระดับปานกลาง,1.TikTok,"2. 501 - 1,000 บาท",4,4,5,5,4,3,4,4,4,4,4,4,4,4,5,3,4,4,5,5,5,5,4,4,5,5,4,4,5,5,4, 
2026/03/21 14:03:11,ใช่,ใช่,ไม่,1.ชาย,2.ระหว่าง 19 - 24 ปี,2.ปริญญาตรี,1.นักเรียน / นักศึกษา,"2. 5,001 - 15,000 บาท / เดือน",1.น้อยกว่าหนึ่งครั้งต่อเดือน,1. ตัดสินใจทันที,1. แพลตฟอร์มร้านค้าโดยตรง (official store),1. ราคาเข้าถึงง่าย,1.TikTok,1.ตำ่กว่า 500 บาท,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,3,3,ไม่ค่อยซื้อเครื่องสำอาง
2026/03/21 14:05:36,ไม่,ใช่,ไม่,1.ชาย,2.ระหว่าง 19 - 24 ปี,1.ตำ่กว่าปริญญาตรี,2.ข้าราชการ / พนักงานเอกชน รัฐบาล,"2. 5,001 - 15,000 บาท / เดือน",1.น้อยกว่าหนึ่งครั้งต่อเดือน,4. ภายใน 1 สัปดาห์,1. แพลตฟอร์มร้านค้าโดยตรง (official store),1. ราคาเข้าถึงง่าย,1.TikTok,1.ตำ่กว่า 500 บาท,5,5,5,5,5,5,5,4,4,5,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,5,เเนะนำดี
2026/03/21 14:05:46,ไม่,ใช่,ใช่,2.หญิง,2.ระหว่าง 19 - 24 ปี,1.ตำ่กว่าปริญญาตรี,3.ธุรกิจส่วนตัว / อาชีพอิสระ,"2. 5,001 - 15,000 บาท / เดือน",2. 1-2 ครั้งต่อเดือน,4. ภายใน 1 สัปดาห์,2. ร้านค้าทั่วไป,2. ราคาระดับปานกลาง,1.TikTok,1.ตำ่กว่า 500 บาท,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-
2026/03/21 14:13:28,ไม่,ใช่,ใช่,2.หญิง,2.ระหว่าง 19 - 24 ปี,2.ปริญญาตรี,1.นักเรียน / นักศึกษา,"2. 5,001 - 15,000 บาท / เดือน",2. 1-2 ครั้งต่อเดือน,1. ตัดสินใจทันที,1. แพลตฟอร์มร้านค้าโดยตรง (official store),2. ราคาระดับปานกลาง,1.TikTok,"2. 501 - 1,000 บาท",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-
2026/03/21 14:16:51,ไม่,ใช่,ใช่,2.หญิง,1.ระหว่าง 14 - 18 ปี,1.ตำ่กว่าปริญญาตรี,1.นักเรียน / นักศึกษา,"1. ตำ่กว่า 5,000 บาท / เดือน",3. 3-4 ครั้งต่อเดือน,1. ตัดสินใจทันที,1. แพลตฟอร์มร้านค้าโดยตรง (official store),1. ราคาเข้าถึงง่าย,1.TikTok,"2. 501 - 1,000 บาท",4,4,4,4,5,4,4,4,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,ไม่มี
2026/03/21 14:16:58,ไม่,ใช่,ใช่,2.หญิง,2.ระหว่าง 19 - 24 ปี,2.ปริญญาตรี,1.นักเรียน / นักศึกษา,"1. ตำ่กว่า 5,000 บาท / เดือน",2. 1-2 ครั้งต่อเดือน,2. ภายใน 3 วัน,1. แพลตฟอร์มร้านค้าโดยตรง (official store),1. ราคาเข้าถึงง่าย,1.TikTok,"2. 501 - 1,000 บาท",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,D
2026/03/21 14:19:06,ไม่,ใช่,ใช่,2.หญิง,2.ระหว่าง 19 - 24 ปี,1.ตำ่กว่าปริญญาตรี,1.นักเรียน / นักศึกษา,"2. 5,001 - 15,000 บาท / เดือน",2. 1-2 ครั้งต่อเดือน,4. ภายใน 1 สัปดาห์,1. แพลตฟอร์มร้านค้าโดยตรง (official store),1. ราคาเข้าถึงง่าย,1.TikTok,"2. 501 - 1,000 บาท",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,แบบฟอร์มมีประโยชน์ดีค่ะ
2026/03/21 14:40:17,ไม่,ใช่,ใช่,2.หญิง,2.ระหว่าง 19 - 24 ปี,1.ตำ่กว่าปริญญาตรี,3.ธุรกิจส่วนตัว / อาชีพอิสระ,"3.มากกว่า 15,000 บาท / เดือน",2. 1-2 ครั้งต่อเดือน,1. ตัดสินใจทันที,2. ร้านค้าทั่วไป,1. ราคาเข้าถึงง่าย,1.TikTok,1.ตำ่กว่า 500 บาท,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,4,5,ไม่มีค่ะ
2026/03/21 14:49:50,ไม่,ไม่,ไม่,1.ชาย,3.ระหว่าง 25 - 29 ปี,1.ตำ่กว่าปริญญาตรี,3.ธุรกิจส่วนตัว / อาชีพอิสระ,"2. 5,001 - 15,000 บาท / เดือน",1.น้อยกว่าหนึ่งครั้งต่อเดือน,1. ตัดสินใจทันที,2. ร้านค้าทั่วไป,1. ราคาเข้าถึงง่าย,1.TikTok,1.ตำ่กว่า 500 บาท,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,ไม่มี
2026/03/21 14:57:16,ไม่,ไม่,ไม่,1.ชาย,3.ระหว่าง 25 - 29 ปี,1.ตำ่กว่าปริญญาตรี,3.ธุรกิจส่วนตัว / อาชีพอิสระ,"3.มากกว่า 15,000 บาท / เดือน",2. 1-2 ครั้งต่อเดือน,2. ภายใน 3 วัน,2. ร้านค้าทั่วไป,2. ราคาระดับปานกลาง,1.TikTok,"2. 501 - 1,000 บาท",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,ครับ
2026/03/21 15:25:27,ไม่,ใช่,ไม่,2.หญิง,2.ระหว่าง 19 - 24 ปี,1.ตำ่กว่าปริญญาตรี,1.นักเรียน / นักศึกษา,"2. 5,001 - 15,000 บาท / เดือน",2. 1-2 ครั้งต่อเดือน,3. ภายใน 5 วัน,1. แพลตฟอร์มร้านค้าโดยตรง (official store),2. ราคาระดับปานกลาง,1.TikTok,"2. 501 - 1,000 บาท",4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-
2026/03/21 15:54:37,ไม่,ใช่,ใช่,2.หญิง,2.ระหว่าง 19 - 24 ปี,2.ปริญญาตรี,1.นักเรียน / นักศึกษา,"2. 5,001 - 15,000 บาท / เดือน",3. 3-4 ครั้งต่อเดือน,1. ตัดสินใจทันที,1. แพลตฟอร์มร้านค้าโดยตรง (official store),1. ราคาเข้าถึงง่าย,1.TikTok,"3. 1,001 - 2,500 บาท",2,4,4,4,3,4,4,4,4,5,5,5,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,ไม่มี
2026/03/24 21:09:55,ใช่,ใช่,ใช่,2.หญิง,2.ระหว่าง 19 - 24 ปี,2.ปริญญาตรี,1.นักเรียน / นักศึกษา,"1. ตำ่กว่า 5,000 บาท / เดือน",3. 3-4 ครั้งต่อเดือน,1. ตัดสินใจทันที,1. แพลตฟอร์มร้านค้าโดยตรง (official store),2. ราคาระดับปานกลาง,1.TikTok,"2. 501 - 1,000 บาท",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,บ่มี
2026/03/25 00:42:20,ใช่,ใช่,ไม่,1.ชาย,2.ระหว่าง 19 - 24 ปี,2.ปริญญาตรี,1.นักเรียน / นักศึกษา,"2. 5,001 - 15,000 บาท / เดือน",2. 1-2 ครั้งต่อเดือน,1. ตัดสินใจทันที,1. แพลตฟอร์มร้านค้าโดยตรง (official store),2. ราคาระดับปานกลาง,4.Youtube,"2. 501 - 1,000 บาท",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-
